cif_filename,formula,space_group,n_atoms,n_Co,n_Bi
Co2_Bi12_m1_n6_z2_sg129_trial000_d726ff8fa0.cif,Co2Bi12,129,14,2,12
Co1_Bi6_m1_n6_z1_sg177_trial000_918dc21b59.cif,Co1Bi6,177,7,1,6
Co2_Bi12_m1_n6_z2_sg136_trial000_b629d8b710.cif,Co2Bi12,136,14,2,12
Co2_Bi12_m1_n6_z2_sg137_trial000_d069eebeac.cif,Co2Bi12,137,14,2,12
Co2_Bi12_m1_n6_z2_sg147_trial000_cec2ca1c65.cif,Co2Bi12,147,14,2,12
Co2_Bi12_m1_n6_z2_sg149_trial000_a4536bbfa1.cif,Co2Bi12,149,14,2,12
Co2_Bi12_m1_n6_z2_sg143_trial000_dfaba578b5.cif,Co2Bi12,143,14,2,12
Co2_Bi12_m1_n6_z2_sg156_trial000_ad523aed82.cif,Co2Bi12,156,14,2,12
Co2_Bi12_m1_n6_z2_sg162_trial000_7c19dbe8a7.cif,Co2Bi12,162,14,2,12
Co2_Bi12_m1_n6_z2_sg157_trial000_b32632e40a.cif,Co2Bi12,157,14,2,12
Co2_Bi12_m1_n6_z2_sg165_trial000_83615efc9a.cif,Co2Bi12,165,14,2,12
Co2_Bi12_m1_n6_z2_sg164_trial000_15bb4acaaf.cif,Co2Bi12,164,14,2,12
Co2_Bi12_m1_n6_z2_sg173_trial000_efba0de13e.cif,Co2Bi12,173,14,2,12
Co2_Bi12_m1_n6_z2_sg177_trial000_7e20a43cb9.cif,Co2Bi12,177,14,2,12
Co2_Bi12_m1_n6_z2_sg174_trial000_7e65fc6813.cif,Co2Bi12,174,14,2,12
Co2_Bi12_m1_n6_z2_sg184_trial000_a851321c2c.cif,Co2Bi12,184,14,2,12
Co2_Bi12_m1_n6_z2_sg185_trial000_394f95b128.cif,Co2Bi12,185,14,2,12
Co2_Bi12_m1_n6_z2_sg190_trial000_3ef4d3638b.cif,Co2Bi12,190,14,2,12
Co2_Bi12_m1_n6_z2_sg183_trial000_cc0c6131f4.cif,Co2Bi12,183,14,2,12
Co2_Bi12_m1_n6_z2_sg193_trial000_fc921e7d3f.cif,Co2Bi12,193,14,2,12
Co2_Bi12_m1_n6_z2_sg192_trial000_c60cf01d98.cif,Co2Bi12,192,14,2,12
Co2_Bi12_m1_n6_z2_sg158_trial000_5a95b522c5.cif,Co2Bi12,158,14,2,12
Co2_Bi12_m1_n6_z2_sg191_trial000_90ffcd346a.cif,Co2Bi12,191,14,2,12
Co3_Bi18_m1_n6_z3_sg001_trial000_c2253b6158.cif,Co3Bi18,1,21,3,18
Co3_Bi18_m1_n6_z3_sg006_trial000_2532ccd8f1.cif,Co3Bi18,6,21,3,18
Co3_Bi18_m1_n6_z3_sg016_trial000_1f7447ae6a.cif,Co3Bi18,16,21,3,18
Co3_Bi18_m1_n6_z3_sg083_trial000_3c7c78fce2.cif,Co3Bi18,83,21,3,18
Co3_Bi18_m1_n6_z3_sg075_trial000_6ab47acbf0.cif,Co3Bi18,75,21,3,18
Co3_Bi18_m1_n6_z3_sg081_trial000_fa50770996.cif,Co3Bi18,81,21,3,18
Co3_Bi18_m1_n6_z3_sg115_trial000_1ecc641725.cif,Co3Bi18,115,21,3,18
Co2_Bi12_m1_n6_z2_sg114_trial000_e3c6c5047b.cif,Co2Bi12,114,14,2,12
Co3_Bi18_m1_n6_z3_sg145_trial000_b6c61e33ca.cif,Co3Bi18,145,21,3,18
Co3_Bi18_m1_n6_z3_sg152_trial000_f42d913b5c.cif,Co3Bi18,152,21,3,18
Co3_Bi18_m1_n6_z3_sg151_trial000_1717b72073.cif,Co3Bi18,151,21,3,18
Co3_Bi18_m1_n6_z3_sg149_trial000_d80363d1f6.cif,Co3Bi18,149,21,3,18
Co3_Bi18_m1_n6_z3_sg150_trial000_63fa7c8b0e.cif,Co3Bi18,150,21,3,18
Co3_Bi18_m1_n6_z3_sg154_trial000_474838bdab.cif,Co3Bi18,154,21,3,18
Co3_Bi18_m1_n6_z3_sg155_trial000_fca0b9a044.cif,Co3Bi18,155,21,3,18
Co3_Bi18_m1_n6_z3_sg143_trial000_1bbac9255c.cif,Co3Bi18,143,21,3,18
Co3_Bi18_m1_n6_z3_sg166_trial000_ffd9eb5ca7.cif,Co3Bi18,166,21,3,18
Co3_Bi18_m1_n6_z3_sg164_trial000_5c580252e0.cif,Co3Bi18,164,21,3,18
Co3_Bi18_m1_n6_z3_sg177_trial000_d51c3a8151.cif,Co3Bi18,177,21,3,18
Co3_Bi18_m1_n6_z3_sg189_trial000_66d3f9ecd8.cif,Co3Bi18,189,21,3,18
Co4_Bi24_m1_n6_z4_sg007_trial000_30d5ba92aa.cif,Co4Bi24,7,28,4,24
Co4_Bi24_m1_n6_z4_sg012_trial000_f985100a87.cif,Co4Bi24,12,28,4,24
Co4_Bi24_m1_n6_z4_sg006_trial000_444e240a9b.cif,Co4Bi24,6,28,4,24
Co4_Bi24_m1_n6_z4_sg015_trial000_bf8a3df47f.cif,Co4Bi24,15,28,4,24
Co4_Bi24_m1_n6_z4_sg011_trial000_cfa45f41c8.cif,Co4Bi24,11,28,4,24
Co4_Bi24_m1_n6_z4_sg003_trial000_37b6a6ec71.cif,Co4Bi24,3,28,4,24
Co4_Bi24_m1_n6_z4_sg022_trial000_38c34a195c.cif,Co4Bi24,22,28,4,24
Co4_Bi24_m1_n6_z4_sg016_trial000_e4c85c78a7.cif,Co4Bi24,16,28,4,24
Co4_Bi24_m1_n6_z4_sg031_trial000_1a4f10e24a.cif,Co4Bi24,31,28,4,24
Co4_Bi24_m1_n6_z4_sg027_trial000_4c7d5d4dd9.cif,Co4Bi24,27,28,4,24
Co4_Bi24_m1_n6_z4_sg036_trial000_46c9f151e1.cif,Co4Bi24,36,28,4,24
Co4_Bi24_m1_n6_z4_sg038_trial000_a254063013.cif,Co4Bi24,38,28,4,24
Co4_Bi24_m1_n6_z4_sg042_trial000_fd11e68956.cif,Co4Bi24,42,28,4,24
Co4_Bi24_m1_n6_z4_sg045_trial000_7616476829.cif,Co4Bi24,45,28,4,24
Co4_Bi24_m1_n6_z4_sg050_trial000_009ac57042.cif,Co4Bi24,50,28,4,24
Co4_Bi24_m1_n6_z4_sg055_trial000_fac632bc97.cif,Co4Bi24,55,28,4,24
Co4_Bi24_m1_n6_z4_sg056_trial000_0f4fcb53f9.cif,Co4Bi24,56,28,4,24
Co4_Bi24_m1_n6_z4_sg049_trial000_6ffd1380da.cif,Co4Bi24,49,28,4,24
Co4_Bi24_m1_n6_z4_sg054_trial000_9485565513.cif,Co4Bi24,54,28,4,24
Co4_Bi24_m1_n6_z4_sg060_trial000_18eefa272c.cif,Co4Bi24,60,28,4,24
Co4_Bi24_m1_n6_z4_sg058_trial000_2982c1e6f9.cif,Co4Bi24,58,28,4,24
Co4_Bi24_m1_n6_z4_sg062_trial000_089d8bc331.cif,Co4Bi24,62,28,4,24
Co4_Bi24_m1_n6_z4_sg063_trial000_2acb52a2d6.cif,Co4Bi24,63,28,4,24
Co4_Bi24_m1_n6_z4_sg065_trial000_1adc8d134a.cif,Co4Bi24,65,28,4,24
Co4_Bi24_m1_n6_z4_sg072_trial000_5567351465.cif,Co4Bi24,72,28,4,24
Co4_Bi24_m1_n6_z4_sg071_trial000_561563d2d5.cif,Co4Bi24,71,28,4,24
Co4_Bi24_m1_n6_z4_sg076_trial000_7480aeeb9e.cif,Co4Bi24,76,28,4,24
Co4_Bi24_m1_n6_z4_sg074_trial000_0aa8df9368.cif,Co4Bi24,74,28,4,24
Co4_Bi24_m1_n6_z4_sg067_trial000_d61834233c.cif,Co4Bi24,67,28,4,24
Co4_Bi24_m1_n6_z4_sg084_trial000_ad6488dab7.cif,Co4Bi24,84,28,4,24
Co4_Bi24_m1_n6_z4_sg080_trial000_8d6621f2d1.cif,Co4Bi24,80,28,4,24
Co4_Bi24_m1_n6_z4_sg086_trial000_35c5038762.cif,Co4Bi24,86,28,4,24
Co4_Bi24_m1_n6_z4_sg088_trial000_478658d775.cif,Co4Bi24,88,28,4,24
Co4_Bi24_m1_n6_z4_sg091_trial000_613fe91b92.cif,Co4Bi24,91,28,4,24
Co4_Bi24_m1_n6_z4_sg092_trial000_4be0e6bfa3.cif,Co4Bi24,92,28,4,24
Co4_Bi24_m1_n6_z4_sg102_trial000_2881d2fa02.cif,Co4Bi24,102,28,4,24
Co4_Bi24_m1_n6_z4_sg104_trial000_b9fc0f0f7e.cif,Co4Bi24,104,28,4,24
Co4_Bi24_m1_n6_z4_sg099_trial000_567d7733f8.cif,Co4Bi24,99,28,4,24
Co4_Bi24_m1_n6_z4_sg108_trial000_b4cee682c4.cif,Co4Bi24,108,28,4,24
Co4_Bi24_m1_n6_z4_sg106_trial000_14e92a382e.cif,Co4Bi24,106,28,4,24
Co4_Bi24_m1_n6_z4_sg109_trial000_8944f5bdf5.cif,Co4Bi24,109,28,4,24
Co4_Bi24_m1_n6_z4_sg105_trial000_dab7dd3eaa.cif,Co4Bi24,105,28,4,24
Co4_Bi24_m1_n6_z4_sg114_trial000_ff5c6da845.cif,Co4Bi24,114,28,4,24
Co4_Bi24_m1_n6_z4_sg113_trial000_9ea0e12c90.cif,Co4Bi24,113,28,4,24
Co4_Bi24_m1_n6_z4_sg117_trial000_9786d7f63d.cif,Co4Bi24,117,28,4,24
Co4_Bi24_m1_n6_z4_sg116_trial000_9c71821743.cif,Co4Bi24,116,28,4,24
Co4_Bi24_m1_n6_z4_sg115_trial000_9e94882996.cif,Co4Bi24,115,28,4,24
Co4_Bi24_m1_n6_z4_sg025_trial000_0988424fe1.cif,Co4Bi24,25,28,4,24
Co4_Bi24_m1_n6_z4_sg122_trial000_49d3a2f520.cif,Co4Bi24,122,28,4,24
Co4_Bi24_m1_n6_z4_sg133_trial000_43d3320c30.cif,Co4Bi24,133,28,4,24
Co4_Bi24_m1_n6_z4_sg127_trial000_f0d51a22be.cif,Co4Bi24,127,28,4,24
Co4_Bi24_m1_n6_z4_sg128_trial000_3f6738dfd2.cif,Co4Bi24,128,28,4,24
Co4_Bi24_m1_n6_z4_sg135_trial000_bffaa3d785.cif,Co4Bi24,135,28,4,24
Co4_Bi24_m1_n6_z4_sg140_trial000_bbd66ce439.cif,Co4Bi24,140,28,4,24
Co4_Bi24_m1_n6_z4_sg132_trial000_3c1ee066a0.cif,Co4Bi24,132,28,4,24
Co4_Bi24_m1_n6_z4_sg141_trial000_81379d5b03.cif,Co4Bi24,141,28,4,24
Co4_Bi24_m1_n6_z4_sg138_trial000_81edc2571e.cif,Co4Bi24,138,28,4,24
Co4_Bi24_m1_n6_z4_sg150_trial000_f2be7fa7ce.cif,Co4Bi24,150,28,4,24
Co4_Bi24_m1_n6_z4_sg158_trial000_b07b4c9880.cif,Co4Bi24,158,28,4,24
Co4_Bi24_m1_n6_z4_sg165_trial000_3bc4360931.cif,Co4Bi24,165,28,4,24
Co4_Bi24_m1_n6_z4_sg156_trial000_b5e0a0ca8e.cif,Co4Bi24,156,28,4,24
Co4_Bi24_m1_n6_z4_sg182_trial000_38ecf0c35b.cif,Co4Bi24,182,28,4,24
Co4_Bi24_m1_n6_z4_sg175_trial000_45367c50aa.cif,Co4Bi24,175,28,4,24
Co4_Bi24_m1_n6_z4_sg185_trial000_1763cab715.cif,Co4Bi24,185,28,4,24
Co4_Bi24_m1_n6_z4_sg200_trial000_c100489204.cif,Co4Bi24,200,28,4,24
Co4_Bi24_m1_n6_z4_sg212_trial000_aaea54f2b5.cif,Co4Bi24,212,28,4,24
Co4_Bi24_m1_n6_z4_sg201_trial000_7034af13b2.cif,Co4Bi24,201,28,4,24
Co4_Bi24_m1_n6_z4_sg213_trial000_a13b13bf99.cif,Co4Bi24,213,28,4,24
Co4_Bi24_m1_n6_z4_sg216_trial000_d429713634.cif,Co4Bi24,216,28,4,24
Co4_Bi24_m1_n6_z4_sg209_trial000_1d5a1b5647.cif,Co4Bi24,209,28,4,24
Co4_Bi24_m1_n6_z4_sg225_trial000_0f378c7945.cif,Co4Bi24,225,28,4,24
Co1_Bi7_m1_n7_z1_sg003_trial000_0d38867354.cif,Co1Bi7,3,8,1,7
Co1_Bi7_m1_n7_z1_sg016_trial000_cae8d4f065.cif,Co1Bi7,16,8,1,7
Co1_Bi7_m1_n7_z1_sg075_trial000_151a611417.cif,Co1Bi7,75,8,1,7
Co1_Bi7_m1_n7_z1_sg081_trial000_a438940dd8.cif,Co1Bi7,81,8,1,7
Co1_Bi7_m1_n7_z1_sg089_trial000_18cc67b67c.cif,Co1Bi7,89,8,1,7
Co1_Bi7_m1_n7_z1_sg111_trial000_9608c85dd8.cif,Co1Bi7,111,8,1,7
Co1_Bi7_m1_n7_z1_sg143_trial000_a694998e21.cif,Co1Bi7,143,8,1,7
Co1_Bi7_m1_n7_z1_sg149_trial000_a7319971f4.cif,Co1Bi7,149,8,1,7
Co1_Bi7_m1_n7_z1_sg162_trial000_0550c28337.cif,Co1Bi7,162,8,1,7
Co4_Bi24_m1_n6_z4_sg191_trial000_5bcfc4ab5a.cif,Co4Bi24,191,28,4,24
Co1_Bi7_m1_n7_z1_sg157_trial000_4878622787.cif,Co1Bi7,157,8,1,7
Co1_Bi7_m1_n7_z1_sg174_trial000_3d4e219c23.cif,Co1Bi7,174,8,1,7
Co1_Bi7_m1_n7_z1_sg175_trial000_d7e2079bec.cif,Co1Bi7,175,8,1,7
Co1_Bi7_m1_n7_z1_sg187_trial000_e6ce947122.cif,Co1Bi7,187,8,1,7
Co1_Bi7_m1_n7_z1_sg195_trial000_457f57cfb9.cif,Co1Bi7,195,8,1,7
Co1_Bi7_m1_n7_z1_sg191_trial000_3454ba7819.cif,Co1Bi7,191,8,1,7
Co1_Bi7_m1_n7_z1_sg207_trial000_27ce50784a.cif,Co1Bi7,207,8,1,7
Co1_Bi7_m1_n7_z1_sg221_trial000_94cd3d2653.cif,Co1Bi7,221,8,1,7
Co1_Bi7_m1_n7_z1_sg215_trial000_c253370da8.cif,Co1Bi7,215,8,1,7
Co2_Bi14_m1_n7_z2_sg012_trial000_cbe914e596.cif,Co2Bi14,12,16,2,14
Co2_Bi14_m1_n7_z2_sg016_trial000_a7086e094e.cif,Co2Bi14,16,16,2,14
Co2_Bi14_m1_n7_z2_sg002_trial000_0623d4fc72.cif,Co2Bi14,2,16,2,14
Co2_Bi14_m1_n7_z2_sg026_trial000_22726d4564.cif,Co2Bi14,26,16,2,14
Co1_Bi7_m1_n7_z1_sg150_trial000_97e3f0f26f.cif,Co1Bi7,150,8,1,7
Co2_Bi14_m1_n7_z2_sg023_trial000_5618a76d5a.cif,Co2Bi14,23,16,2,14
Co2_Bi14_m1_n7_z2_sg032_trial000_f09684e69e.cif,Co2Bi14,32,16,2,14
Co2_Bi14_m1_n7_z2_sg030_trial000_5cc9bec7e1.cif,Co2Bi14,30,16,2,14
Co2_Bi14_m1_n7_z2_sg027_trial000_678be6e10e.cif,Co2Bi14,27,16,2,14
Co2_Bi14_m1_n7_z2_sg048_trial000_ec095df8f6.cif,Co2Bi14,48,16,2,14
Co2_Bi14_m1_n7_z2_sg079_trial000_f30e8952ec.cif,Co2Bi14,79,16,2,14
Co2_Bi14_m1_n7_z2_sg075_trial000_48d4ef49c0.cif,Co2Bi14,75,16,2,14
Co2_Bi14_m1_n7_z2_sg093_trial000_6fbcf49281.cif,Co2Bi14,93,16,2,14
Co2_Bi14_m1_n7_z2_sg094_trial000_a1cf1eb15d.cif,Co2Bi14,94,16,2,14
Co2_Bi14_m1_n7_z2_sg047_trial000_e40be20a8e.cif,Co2Bi14,47,16,2,14
Co2_Bi14_m1_n7_z2_sg100_trial000_455ee8e7ca.cif,Co2Bi14,100,16,2,14
Co2_Bi14_m1_n7_z2_sg097_trial000_48e729e226.cif,Co2Bi14,97,16,2,14
Co2_Bi14_m1_n7_z2_sg102_trial000_852832cc67.cif,Co2Bi14,102,16,2,14
Co2_Bi14_m1_n7_z2_sg081_trial000_b1b964ed2e.cif,Co2Bi14,81,16,2,14
Co2_Bi14_m1_n7_z2_sg118_trial000_26840a6a11.cif,Co2Bi14,118,16,2,14
Co2_Bi14_m1_n7_z2_sg121_trial000_ff25705e5c.cif,Co2Bi14,121,16,2,14
Co2_Bi14_m1_n7_z2_sg116_trial000_5760de4c82.cif,Co2Bi14,116,16,2,14
Co2_Bi14_m1_n7_z2_sg129_trial000_502dd90d44.cif,Co2Bi14,129,16,2,14
Co2_Bi14_m1_n7_z2_sg125_trial000_5e530e520e.cif,Co2Bi14,125,16,2,14
Co2_Bi14_m1_n7_z2_sg111_trial000_c2e35fd066.cif,Co2Bi14,111,16,2,14
Co2_Bi14_m1_n7_z2_sg134_trial000_a8e6d208e9.cif,Co2Bi14,134,16,2,14
Co2_Bi14_m1_n7_z2_sg128_trial000_e2f4e307cf.cif,Co2Bi14,128,16,2,14
Co2_Bi14_m1_n7_z2_sg136_trial000_c56ed7044d.cif,Co2Bi14,136,16,2,14
Co2_Bi14_m1_n7_z2_sg158_trial000_3074ca4274.cif,Co2Bi14,158,16,2,14
Co2_Bi14_m1_n7_z2_sg147_trial000_fb5cc0aaea.cif,Co2Bi14,147,16,2,14
Co2_Bi14_m1_n7_z2_sg163_trial000_e8673187ad.cif,Co2Bi14,163,16,2,14
Co2_Bi14_m1_n7_z2_sg162_trial000_251fb7ebb8.cif,Co2Bi14,162,16,2,14
Co2_Bi14_m1_n7_z2_sg175_trial000_ca531c9cfc.cif,Co2Bi14,175,16,2,14
Co2_Bi14_m1_n7_z2_sg183_trial000_e6b15b7a96.cif,Co2Bi14,183,16,2,14
Co2_Bi14_m1_n7_z2_sg189_trial000_ff19692602.cif,Co2Bi14,189,16,2,14
Co2_Bi14_m1_n7_z2_sg190_trial000_be912ccc81.cif,Co2Bi14,190,16,2,14
Co2_Bi14_m1_n7_z2_sg192_trial000_f72bc677dd.cif,Co2Bi14,192,16,2,14
Co2_Bi14_m1_n7_z2_sg197_trial000_d47684f0ad.cif,Co2Bi14,197,16,2,14
Co2_Bi14_m1_n7_z2_sg200_trial000_f986028808.cif,Co2Bi14,200,16,2,14
Co2_Bi14_m1_n7_z2_sg201_trial000_02f290de2d.cif,Co2Bi14,201,16,2,14
Co2_Bi14_m1_n7_z2_sg204_trial000_9236c4db74.cif,Co2Bi14,204,16,2,14
Co2_Bi14_m1_n7_z2_sg208_trial000_e0f7349892.cif,Co2Bi14,208,16,2,14
Co2_Bi14_m1_n7_z2_sg211_trial000_31739902eb.cif,Co2Bi14,211,16,2,14
Co2_Bi14_m1_n7_z2_sg217_trial000_79af4a469d.cif,Co2Bi14,217,16,2,14
Co2_Bi14_m1_n7_z2_sg218_trial000_c86f8cbc98.cif,Co2Bi14,218,16,2,14
Co2_Bi14_m1_n7_z2_sg215_trial000_ff1932f962.cif,Co2Bi14,215,16,2,14
Co2_Bi14_m1_n7_z2_sg222_trial000_60b547330b.cif,Co2Bi14,222,16,2,14
Co2_Bi14_m1_n7_z2_sg194_trial000_084df8ce52.cif,Co2Bi14,194,16,2,14
Co2_Bi14_m1_n7_z2_sg224_trial000_7da15b6859.cif,Co2Bi14,224,16,2,14
Co2_Bi14_m1_n7_z2_sg229_trial000_be59f6817e.cif,Co2Bi14,229,16,2,14
Co3_Bi21_m1_n7_z3_sg001_trial000_6f3090ca4c.cif,Co3Bi21,1,24,3,21
Co2_Bi14_m1_n7_z2_sg156_trial000_f021045f3d.cif,Co2Bi14,156,16,2,14
Co3_Bi21_m1_n7_z3_sg081_trial000_2ddf5c7c60.cif,Co3Bi21,81,24,3,21
Co3_Bi21_m1_n7_z3_sg083_trial000_9860cfa781.cif,Co3Bi21,83,24,3,21
Co3_Bi21_m1_n7_z3_sg143_trial000_480dc50139.cif,Co3Bi21,143,24,3,21
Co3_Bi21_m1_n7_z3_sg152_trial000_e76ec94718.cif,Co3Bi21,152,24,3,21
Co3_Bi21_m1_n7_z3_sg160_trial000_a24639c283.cif,Co3Bi21,160,24,3,21
Co3_Bi21_m1_n7_z3_sg166_trial000_3b6849abaf.cif,Co3Bi21,166,24,3,21
Co3_Bi21_m1_n7_z3_sg177_trial000_42e604fb3f.cif,Co3Bi21,177,24,3,21
Co3_Bi21_m1_n7_z3_sg162_trial000_c04b692279.cif,Co3Bi21,162,24,3,21
Co3_Bi21_m1_n7_z3_sg195_trial000_a7f5b3a2c8.cif,Co3Bi21,195,24,3,21
Co3_Bi21_m1_n7_z3_sg200_trial000_3d3b8dc67c.cif,Co3Bi21,200,24,3,21
Co3_Bi21_m1_n7_z3_sg164_trial000_1f36ded845.cif,Co3Bi21,164,24,3,21
Co4_Bi28_m1_n7_z4_sg002_trial000_38325acee3.cif,Co4Bi28,2,32,4,28
Co4_Bi28_m1_n7_z4_sg003_trial000_d30e7c7b7b.cif,Co4Bi28,3,32,4,28
Co4_Bi28_m1_n7_z4_sg007_trial000_4fd8d704b5.cif,Co4Bi28,7,32,4,28
Co4_Bi28_m1_n7_z4_sg012_trial000_acc9599382.cif,Co4Bi28,12,32,4,28
Co4_Bi28_m1_n7_z4_sg015_trial000_33bf0636e0.cif,Co4Bi28,15,32,4,28
Co4_Bi28_m1_n7_z4_sg011_trial000_f226c2644d.cif,Co4Bi28,11,32,4,28
Co4_Bi28_m1_n7_z4_sg014_trial000_e0ec24f28d.cif,Co4Bi28,14,32,4,28
Co4_Bi28_m1_n7_z4_sg022_trial000_f9c5558c5f.cif,Co4Bi28,22,32,4,28
Co4_Bi28_m1_n7_z4_sg027_trial000_06e7277c76.cif,Co4Bi28,27,32,4,28
Co4_Bi28_m1_n7_z4_sg029_trial000_ba9aeff561.cif,Co4Bi28,29,32,4,28
Co4_Bi28_m1_n7_z4_sg031_trial000_d164b97c74.cif,Co4Bi28,31,32,4,28
Co4_Bi28_m1_n7_z4_sg032_trial000_82c7b44c5e.cif,Co4Bi28,32,32,4,28
Co4_Bi28_m1_n7_z4_sg035_trial000_51f79e45c7.cif,Co4Bi28,35,32,4,28
Co4_Bi28_m1_n7_z4_sg036_trial000_fab9fd8f60.cif,Co4Bi28,36,32,4,28
Co4_Bi28_m1_n7_z4_sg044_trial000_21f9cde00f.cif,Co4Bi28,44,32,4,28
Co4_Bi28_m1_n7_z4_sg055_trial000_eea12b6b05.cif,Co4Bi28,55,32,4,28
Co4_Bi28_m1_n7_z4_sg061_trial000_fe9cc4267c.cif,Co4Bi28,61,32,4,28
Co4_Bi28_m1_n7_z4_sg053_trial000_678cb6a3b4.cif,Co4Bi28,53,32,4,28
Co4_Bi28_m1_n7_z4_sg060_trial000_5e0cdc0f25.cif,Co4Bi28,60,32,4,28
Co4_Bi28_m1_n7_z4_sg056_trial000_3df21a561c.cif,Co4Bi28,56,32,4,28
Co4_Bi28_m1_n7_z4_sg059_trial000_2f3a3353c3.cif,Co4Bi28,59,32,4,28
Co4_Bi28_m1_n7_z4_sg064_trial000_66959cb733.cif,Co4Bi28,64,32,4,28
Co4_Bi28_m1_n7_z4_sg063_trial000_7073b84d66.cif,Co4Bi28,63,32,4,28
Co4_Bi28_m1_n7_z4_sg072_trial000_b7dbdf24aa.cif,Co4Bi28,72,32,4,28
Co4_Bi28_m1_n7_z4_sg075_trial000_11f023e545.cif,Co4Bi28,75,32,4,28
Co4_Bi28_m1_n7_z4_sg076_trial000_45cc87407a.cif,Co4Bi28,76,32,4,28
Co4_Bi28_m1_n7_z4_sg058_trial000_407ee3ead5.cif,Co4Bi28,58,32,4,28
Co4_Bi28_m1_n7_z4_sg086_trial000_a62547cdbe.cif,Co4Bi28,86,32,4,28
Co4_Bi28_m1_n7_z4_sg088_trial000_bdd903aba4.cif,Co4Bi28,88,32,4,28
Co4_Bi28_m1_n7_z4_sg087_trial000_a17ae4f99a.cif,Co4Bi28,87,32,4,28
Co4_Bi28_m1_n7_z4_sg006_trial000_c6f120eac2.cif,Co4Bi28,6,32,4,28
Co4_Bi28_m1_n7_z4_sg093_trial000_4fcb629e09.cif,Co4Bi28,93,32,4,28
Co4_Bi28_m1_n7_z4_sg098_trial000_b9091bd71f.cif,Co4Bi28,98,32,4,28
Co4_Bi28_m1_n7_z4_sg102_trial000_905bc98e3c.cif,Co4Bi28,102,32,4,28
Co4_Bi28_m1_n7_z4_sg104_trial000_6f8b0948df.cif,Co4Bi28,104,32,4,28
Co4_Bi28_m1_n7_z4_sg106_trial000_5b36fa12df.cif,Co4Bi28,106,32,4,28
Co4_Bi28_m1_n7_z4_sg108_trial000_f606883879.cif,Co4Bi28,108,32,4,28
Co4_Bi28_m1_n7_z4_sg109_trial000_0bf1b3cdcf.cif,Co4Bi28,109,32,4,28
Co4_Bi28_m1_n7_z4_sg120_trial000_c3412a49c8.cif,Co4Bi28,120,32,4,28
Co4_Bi28_m1_n7_z4_sg119_trial000_aa9db8bce9.cif,Co4Bi28,119,32,4,28
Co4_Bi28_m1_n7_z4_sg128_trial000_c03ba2660e.cif,Co4Bi28,128,32,4,28
Co4_Bi28_m1_n7_z4_sg131_trial000_4074df5310.cif,Co4Bi28,131,32,4,28
Co4_Bi28_m1_n7_z4_sg134_trial000_e158cb517b.cif,Co4Bi28,134,32,4,28
Co4_Bi28_m1_n7_z4_sg138_trial000_4ee92bfc2c.cif,Co4Bi28,138,32,4,28
Co4_Bi28_m1_n7_z4_sg141_trial000_58400b564d.cif,Co4Bi28,141,32,4,28
Co4_Bi28_m1_n7_z4_sg136_trial000_7ecb11468b.cif,Co4Bi28,136,32,4,28
Co4_Bi28_m1_n7_z4_sg159_trial000_1909cdc02f.cif,Co4Bi28,159,32,4,28
Co4_Bi28_m1_n7_z4_sg162_trial000_eadce31430.cif,Co4Bi28,162,32,4,28
Co4_Bi28_m1_n7_z4_sg173_trial000_520edbc94a.cif,Co4Bi28,173,32,4,28
Co4_Bi28_m1_n7_z4_sg157_trial000_772ad9633c.cif,Co4Bi28,157,32,4,28
Co4_Bi28_m1_n7_z4_sg186_trial000_fe7cf44eac.cif,Co4Bi28,186,32,4,28
Co4_Bi28_m1_n7_z4_sg185_trial000_a3bd716559.cif,Co4Bi28,185,32,4,28
Co4_Bi28_m1_n7_z4_sg183_trial000_5b5d8f9a9a.cif,Co4Bi28,183,32,4,28
Co4_Bi28_m1_n7_z4_sg202_trial000_351f6d33eb.cif,Co4Bi28,202,32,4,28
Co4_Bi28_m1_n7_z4_sg209_trial000_3d96dff593.cif,Co4Bi28,209,32,4,28
Co4_Bi28_m1_n7_z4_sg216_trial000_5ccf419673.cif,Co4Bi28,216,32,4,28
Co2_Bi1_m2_n1_z1_sg001_trial000_c3fb0fbde3.cif,Co2Bi1,1,3,2,1
Co2_Bi1_m2_n1_z1_sg003_trial000_5391b01f7a.cif,Co2Bi1,3,3,2,1
Co2_Bi1_m2_n1_z1_sg006_trial000_d5c703a4d5.cif,Co2Bi1,6,3,2,1
Co2_Bi1_m2_n1_z1_sg010_trial000_fcc1764d89.cif,Co2Bi1,10,3,2,1
Co2_Bi1_m2_n1_z1_sg016_trial000_489d92aef8.cif,Co2Bi1,16,3,2,1
Co2_Bi1_m2_n1_z1_sg025_trial000_b60f479576.cif,Co2Bi1,25,3,2,1
Co4_Bi28_m1_n7_z4_sg225_trial000_f243792afd.cif,Co4Bi28,225,32,4,28
Co2_Bi1_m2_n1_z1_sg047_trial000_458209de57.cif,Co2Bi1,47,3,2,1
Co2_Bi1_m2_n1_z1_sg083_trial000_3a669667ab.cif,Co2Bi1,83,3,2,1
Co2_Bi1_m2_n1_z1_sg099_trial000_4abb21bbe8.cif,Co2Bi1,99,3,2,1
Co2_Bi1_m2_n1_z1_sg075_trial000_e478b5d267.cif,Co2Bi1,75,3,2,1
Co2_Bi1_m2_n1_z1_sg115_trial000_2153e464e4.cif,Co2Bi1,115,3,2,1
