cif_filename,formula,space_group,n_atoms,n_Co,n_Bi
Co16_Bi4_m4_n1_z4_sg056_trial000_119af6af46.cif,Co16Bi4,56,20,16,4
Co16_Bi4_m4_n1_z4_sg047_trial000_a826d4b89d.cif,Co16Bi4,47,20,16,4
Co16_Bi4_m4_n1_z4_sg057_trial000_c1c3ebf63e.cif,Co16Bi4,57,20,16,4
Co16_Bi4_m4_n1_z4_sg061_trial000_466714ac8f.cif,Co16Bi4,61,20,16,4
Co16_Bi4_m4_n1_z4_sg062_trial000_4b1aa497fb.cif,Co16Bi4,62,20,16,4
Co16_Bi4_m4_n1_z4_sg063_trial000_4ef8b1cbce.cif,Co16Bi4,63,20,16,4
Co16_Bi4_m4_n1_z4_sg080_trial000_9d30de5339.cif,Co16Bi4,80,20,16,4
Co16_Bi4_m4_n1_z4_sg081_trial000_8e5753ea47.cif,Co16Bi4,81,20,16,4
Co16_Bi4_m4_n1_z4_sg077_trial000_d675bf1da2.cif,Co16Bi4,77,20,16,4
Co16_Bi4_m4_n1_z4_sg086_trial000_c52908521a.cif,Co16Bi4,86,20,16,4
Co16_Bi4_m4_n1_z4_sg088_trial000_a30c1fa54f.cif,Co16Bi4,88,20,16,4
Co16_Bi4_m4_n1_z4_sg087_trial000_903429f2f1.cif,Co16Bi4,87,20,16,4
Co16_Bi4_m4_n1_z4_sg092_trial000_01877888d3.cif,Co16Bi4,92,20,16,4
Co16_Bi4_m4_n1_z4_sg090_trial000_e3c1a688b7.cif,Co16Bi4,90,20,16,4
Co16_Bi4_m4_n1_z4_sg096_trial000_c91779cd2e.cif,Co16Bi4,96,20,16,4
Co16_Bi4_m4_n1_z4_sg097_trial000_634e8c8c64.cif,Co16Bi4,97,20,16,4
Co16_Bi4_m4_n1_z4_sg094_trial000_ee3aea8b9f.cif,Co16Bi4,94,20,16,4
Co16_Bi4_m4_n1_z4_sg103_trial000_3b56a81a28.cif,Co16Bi4,103,20,16,4
Co16_Bi4_m4_n1_z4_sg105_trial000_a2c396f27d.cif,Co16Bi4,105,20,16,4
Co16_Bi4_m4_n1_z4_sg107_trial000_7023e6b7db.cif,Co16Bi4,107,20,16,4
Co16_Bi4_m4_n1_z4_sg109_trial000_8a0d227c71.cif,Co16Bi4,109,20,16,4
Co16_Bi4_m4_n1_z4_sg111_trial000_c71b53dc6e.cif,Co16Bi4,111,20,16,4
Co16_Bi4_m4_n1_z4_sg082_trial000_d9740d869b.cif,Co16Bi4,82,20,16,4
Co16_Bi4_m4_n1_z4_sg112_trial000_1154f7c05b.cif,Co16Bi4,112,20,16,4
Co16_Bi4_m4_n1_z4_sg120_trial000_44e158b6a1.cif,Co16Bi4,120,20,16,4
Co16_Bi4_m4_n1_z4_sg085_trial000_5da33f72ba.cif,Co16Bi4,85,20,16,4
Co16_Bi4_m4_n1_z4_sg126_trial000_8b9443bfd9.cif,Co16Bi4,126,20,16,4
Co16_Bi4_m4_n1_z4_sg123_trial000_73c8913d71.cif,Co16Bi4,123,20,16,4
Co16_Bi4_m4_n1_z4_sg125_trial000_fe3074f78f.cif,Co16Bi4,125,20,16,4
Co16_Bi4_m4_n1_z4_sg127_trial000_e2ad6f5e5e.cif,Co16Bi4,127,20,16,4
Co16_Bi4_m4_n1_z4_sg131_trial000_a88a268298.cif,Co16Bi4,131,20,16,4
Co16_Bi4_m4_n1_z4_sg133_trial000_8aeea68093.cif,Co16Bi4,133,20,16,4
Co16_Bi4_m4_n1_z4_sg135_trial000_2479a4c01d.cif,Co16Bi4,135,20,16,4
Co16_Bi4_m4_n1_z4_sg140_trial000_2fb23b5aa2.cif,Co16Bi4,140,20,16,4
Co16_Bi4_m4_n1_z4_sg138_trial000_4d287c4582.cif,Co16Bi4,138,20,16,4
Co16_Bi4_m4_n1_z4_sg150_trial000_f2793712d2.cif,Co16Bi4,150,20,16,4
Co16_Bi4_m4_n1_z4_sg158_trial000_ee925ce94b.cif,Co16Bi4,158,20,16,4
Co16_Bi4_m4_n1_z4_sg163_trial000_1e744b3a18.cif,Co16Bi4,163,20,16,4
Co16_Bi4_m4_n1_z4_sg018_trial000_cf8c240dee.cif,Co16Bi4,18,20,16,4
Co16_Bi4_m4_n1_z4_sg176_trial000_cb014bfb7f.cif,Co16Bi4,176,20,16,4
Co16_Bi4_m4_n1_z4_sg177_trial000_788e91f800.cif,Co16Bi4,177,20,16,4
Co16_Bi4_m4_n1_z4_sg174_trial000_6549206323.cif,Co16Bi4,174,20,16,4
Co16_Bi4_m4_n1_z4_sg190_trial000_b178326404.cif,Co16Bi4,190,20,16,4
Co16_Bi4_m4_n1_z4_sg192_trial000_dd66a57710.cif,Co16Bi4,192,20,16,4
Co16_Bi4_m4_n1_z4_sg183_trial000_2a46d2652d.cif,Co16Bi4,183,20,16,4
Co16_Bi4_m4_n1_z4_sg200_trial000_6ced0a2d60.cif,Co16Bi4,200,20,16,4
Co16_Bi4_m4_n1_z4_sg207_trial000_6ac0b661e0.cif,Co16Bi4,207,20,16,4
Co16_Bi4_m4_n1_z4_sg208_trial000_be2f4310b5.cif,Co16Bi4,208,20,16,4
Co16_Bi4_m4_n1_z4_sg221_trial000_e83223f124.cif,Co16Bi4,221,20,16,4
Co16_Bi4_m4_n1_z4_sg215_trial000_e9ae9ad30b.cif,Co16Bi4,215,20,16,4
Co16_Bi4_m4_n1_z4_sg224_trial000_be42680fcc.cif,Co16Bi4,224,20,16,4
Co16_Bi4_m4_n1_z4_sg212_trial000_df7fb4008c.cif,Co16Bi4,212,20,16,4
Co4_Bi3_m4_n3_z1_sg003_trial000_b5f3ea8de0.cif,Co4Bi3,3,7,4,3
Co4_Bi3_m4_n3_z1_sg002_trial000_0db9de93bb.cif,Co4Bi3,2,7,4,3
Co4_Bi3_m4_n3_z1_sg016_trial000_c2f9c6a1e7.cif,Co4Bi3,16,7,4,3
Co16_Bi4_m4_n1_z4_sg213_trial000_b40228038f.cif,Co16Bi4,213,20,16,4
Co4_Bi3_m4_n3_z1_sg075_trial000_93154e4ac9.cif,Co4Bi3,75,7,4,3
Co4_Bi3_m4_n3_z1_sg083_trial000_f94640fdae.cif,Co4Bi3,83,7,4,3
Co16_Bi4_m4_n1_z4_sg159_trial000_c0fd8b6801.cif,Co16Bi4,159,20,16,4
Co4_Bi3_m4_n3_z1_sg115_trial000_ee08b2d257.cif,Co4Bi3,115,7,4,3
Co4_Bi3_m4_n3_z1_sg147_trial000_db3ce319c3.cif,Co4Bi3,147,7,4,3
Co4_Bi3_m4_n3_z1_sg143_trial000_b81be7d51f.cif,Co4Bi3,143,7,4,3
Co4_Bi3_m4_n3_z1_sg157_trial000_a695264c8d.cif,Co4Bi3,157,7,4,3
Co4_Bi3_m4_n3_z1_sg162_trial000_b783bd1ff2.cif,Co4Bi3,162,7,4,3
Co4_Bi3_m4_n3_z1_sg164_trial000_90f194f59f.cif,Co4Bi3,164,7,4,3
Co4_Bi3_m4_n3_z1_sg168_trial000_3a459de66f.cif,Co4Bi3,168,7,4,3
Co4_Bi3_m4_n3_z1_sg174_trial000_8ac4281a3d.cif,Co4Bi3,174,7,4,3
Co4_Bi3_m4_n3_z1_sg175_trial000_b414faabfd.cif,Co4Bi3,175,7,4,3
Co4_Bi3_m4_n3_z1_sg183_trial000_6ba9839fff.cif,Co4Bi3,183,7,4,3
Co4_Bi3_m4_n3_z1_sg189_trial000_cd7ae84d54.cif,Co4Bi3,189,7,4,3
Co4_Bi3_m4_n3_z1_sg195_trial000_a8f8f28f97.cif,Co4Bi3,195,7,4,3
Co4_Bi3_m4_n3_z1_sg187_trial000_ca4b811a5b.cif,Co4Bi3,187,7,4,3
Co4_Bi3_m4_n3_z1_sg200_trial000_268e990b19.cif,Co4Bi3,200,7,4,3
Co4_Bi3_m4_n3_z1_sg215_trial000_0f19f58e85.cif,Co4Bi3,215,7,4,3
Co4_Bi3_m4_n3_z1_sg207_trial000_3dc2cc10d5.cif,Co4Bi3,207,7,4,3
Co8_Bi6_m4_n3_z2_sg005_trial000_28808650e5.cif,Co8Bi6,5,14,8,6
Co8_Bi6_m4_n3_z2_sg004_trial000_2ec814a571.cif,Co8Bi6,4,14,8,6
Co8_Bi6_m4_n3_z2_sg003_trial000_38d3fcd278.cif,Co8Bi6,3,14,8,6
Co4_Bi3_m4_n3_z1_sg221_trial000_b3bc38986d.cif,Co4Bi3,221,7,4,3
Co8_Bi6_m4_n3_z2_sg008_trial000_8da747d555.cif,Co8Bi6,8,14,8,6
Co8_Bi6_m4_n3_z2_sg011_trial000_c7fc8c3536.cif,Co8Bi6,11,14,8,6
Co8_Bi6_m4_n3_z2_sg013_trial000_216f4c6ce9.cif,Co8Bi6,13,14,8,6
Co8_Bi6_m4_n3_z2_sg017_trial000_c6bfee2dfe.cif,Co8Bi6,17,14,8,6
Co8_Bi6_m4_n3_z2_sg016_trial000_d20a439376.cif,Co8Bi6,16,14,8,6
Co8_Bi6_m4_n3_z2_sg012_trial000_66349e665c.cif,Co8Bi6,12,14,8,6
Co8_Bi6_m4_n3_z2_sg026_trial000_26e753345f.cif,Co8Bi6,26,14,8,6
Co8_Bi6_m4_n3_z2_sg028_trial000_e2eea05bd0.cif,Co8Bi6,28,14,8,6
Co8_Bi6_m4_n3_z2_sg031_trial000_486c218136.cif,Co8Bi6,31,14,8,6
Co8_Bi6_m4_n3_z2_sg034_trial000_6bd3416dbe.cif,Co8Bi6,34,14,8,6
Co8_Bi6_m4_n3_z2_sg038_trial000_df58cd7d00.cif,Co8Bi6,38,14,8,6
Co8_Bi6_m4_n3_z2_sg025_trial000_8b53317901.cif,Co8Bi6,25,14,8,6
Co8_Bi6_m4_n3_z2_sg048_trial000_ed2a8456b4.cif,Co8Bi6,48,14,8,6
Co8_Bi6_m4_n3_z2_sg035_trial000_0cf8820eff.cif,Co8Bi6,35,14,8,6
Co8_Bi6_m4_n3_z2_sg049_trial000_c61333abd1.cif,Co8Bi6,49,14,8,6
Co8_Bi6_m4_n3_z2_sg053_trial000_c0896f569e.cif,Co8Bi6,53,14,8,6
Co8_Bi6_m4_n3_z2_sg050_trial000_d81d90f9f7.cif,Co8Bi6,50,14,8,6
Co8_Bi6_m4_n3_z2_sg065_trial000_34b2037094.cif,Co8Bi6,65,14,8,6
Co8_Bi6_m4_n3_z2_sg055_trial000_58fdcd50ed.cif,Co8Bi6,55,14,8,6
Co8_Bi6_m4_n3_z2_sg058_trial000_299ce36b89.cif,Co8Bi6,58,14,8,6
Co8_Bi6_m4_n3_z2_sg079_trial000_d0ec3bb8a4.cif,Co8Bi6,79,14,8,6
Co8_Bi6_m4_n3_z2_sg081_trial000_9cfb5b052f.cif,Co8Bi6,81,14,8,6
Co8_Bi6_m4_n3_z2_sg075_trial000_61d8c3374c.cif,Co8Bi6,75,14,8,6
Co8_Bi6_m4_n3_z2_sg077_trial000_9a4d9f0710.cif,Co8Bi6,77,14,8,6
Co8_Bi6_m4_n3_z2_sg090_trial000_3b85c057a9.cif,Co8Bi6,90,14,8,6
Co8_Bi6_m4_n3_z2_sg085_trial000_a6d32bcc61.cif,Co8Bi6,85,14,8,6
Co8_Bi6_m4_n3_z2_sg086_trial000_31cc6c386e.cif,Co8Bi6,86,14,8,6
Co8_Bi6_m4_n3_z2_sg094_trial000_fc0f737352.cif,Co8Bi6,94,14,8,6
Co8_Bi6_m4_n3_z2_sg104_trial000_dde384f3d0.cif,Co8Bi6,104,14,8,6
Co8_Bi6_m4_n3_z2_sg107_trial000_42f9f23f34.cif,Co8Bi6,107,14,8,6
Co8_Bi6_m4_n3_z2_sg112_trial000_7493ba42f0.cif,Co8Bi6,112,14,8,6
Co8_Bi6_m4_n3_z2_sg116_trial000_622ea3962f.cif,Co8Bi6,116,14,8,6
Co8_Bi6_m4_n3_z2_sg103_trial000_e717683f54.cif,Co8Bi6,103,14,8,6
Co8_Bi6_m4_n3_z2_sg119_trial000_4d88739e62.cif,Co8Bi6,119,14,8,6
Co8_Bi6_m4_n3_z2_sg127_trial000_03fc09e480.cif,Co8Bi6,127,14,8,6
Co8_Bi6_m4_n3_z2_sg124_trial000_d73bede850.cif,Co8Bi6,124,14,8,6
Co8_Bi6_m4_n3_z2_sg132_trial000_11668b6060.cif,Co8Bi6,132,14,8,6
Co8_Bi6_m4_n3_z2_sg134_trial000_3539186987.cif,Co8Bi6,134,14,8,6
Co8_Bi6_m4_n3_z2_sg143_trial000_f9ef39e5a5.cif,Co8Bi6,143,14,8,6
Co8_Bi6_m4_n3_z2_sg137_trial000_fd6af18e39.cif,Co8Bi6,137,14,8,6
Co8_Bi6_m4_n3_z2_sg159_trial000_f2f132fc3b.cif,Co8Bi6,159,14,8,6
Co8_Bi6_m4_n3_z2_sg164_trial000_f387378e60.cif,Co8Bi6,164,14,8,6
Co8_Bi6_m4_n3_z2_sg150_trial000_866881bbce.cif,Co8Bi6,150,14,8,6
Co8_Bi6_m4_n3_z2_sg176_trial000_6df1bb485b.cif,Co8Bi6,176,14,8,6
Co8_Bi6_m4_n3_z2_sg174_trial000_cec1b774e1.cif,Co8Bi6,174,14,8,6
Co8_Bi6_m4_n3_z2_sg177_trial000_685dd641fd.cif,Co8Bi6,177,14,8,6
Co8_Bi6_m4_n3_z2_sg175_trial000_dc456d2602.cif,Co8Bi6,175,14,8,6
Co8_Bi6_m4_n3_z2_sg183_trial000_797f9fcf71.cif,Co8Bi6,183,14,8,6
Co8_Bi6_m4_n3_z2_sg190_trial000_bba6a41b13.cif,Co8Bi6,190,14,8,6
Co8_Bi6_m4_n3_z2_sg186_trial000_7bb701188c.cif,Co8Bi6,186,14,8,6
Co8_Bi6_m4_n3_z2_sg200_trial000_27d0db6bac.cif,Co8Bi6,200,14,8,6
Co8_Bi6_m4_n3_z2_sg201_trial000_aadce1e23a.cif,Co8Bi6,201,14,8,6
Co8_Bi6_m4_n3_z2_sg204_trial000_af0ef4c4ee.cif,Co8Bi6,204,14,8,6
Co8_Bi6_m4_n3_z2_sg197_trial000_8ce498b60e.cif,Co8Bi6,197,14,8,6
Co8_Bi6_m4_n3_z2_sg208_trial000_ffa477d6be.cif,Co8Bi6,208,14,8,6
Co8_Bi6_m4_n3_z2_sg211_trial000_d98b8d9a0e.cif,Co8Bi6,211,14,8,6
Co8_Bi6_m4_n3_z2_sg207_trial000_6258f05a3a.cif,Co8Bi6,207,14,8,6
Co8_Bi6_m4_n3_z2_sg215_trial000_2c1d232ecf.cif,Co8Bi6,215,14,8,6
Co8_Bi6_m4_n3_z2_sg193_trial000_c25645ef4e.cif,Co8Bi6,193,14,8,6
Co8_Bi6_m4_n3_z2_sg222_trial000_7245a3f6de.cif,Co8Bi6,222,14,8,6
Co8_Bi6_m4_n3_z2_sg217_trial000_1d52e939e0.cif,Co8Bi6,217,14,8,6
Co8_Bi6_m4_n3_z2_sg223_trial000_e397a19d30.cif,Co8Bi6,223,14,8,6
Co8_Bi6_m4_n3_z2_sg224_trial000_2464005fc4.cif,Co8Bi6,224,14,8,6
Co12_Bi9_m4_n3_z3_sg010_trial000_3623d1f4ce.cif,Co12Bi9,10,21,12,9
Co8_Bi6_m4_n3_z2_sg192_trial000_8f1219e7e5.cif,Co8Bi6,192,14,8,6
Co12_Bi9_m4_n3_z3_sg016_trial000_f3544fdab1.cif,Co12Bi9,16,21,12,9
Co8_Bi6_m4_n3_z2_sg229_trial000_959ff87157.cif,Co8Bi6,229,14,8,6
Co12_Bi9_m4_n3_z3_sg025_trial000_7d0cd0e830.cif,Co12Bi9,25,21,12,9
Co12_Bi9_m4_n3_z3_sg089_trial000_b9cf5978d1.cif,Co12Bi9,89,21,12,9
Co12_Bi9_m4_n3_z3_sg075_trial000_046311ea72.cif,Co12Bi9,75,21,12,9
Co12_Bi9_m4_n3_z3_sg111_trial000_1591c909d9.cif,Co12Bi9,111,21,12,9
Co12_Bi9_m4_n3_z3_sg083_trial000_e32d50bebb.cif,Co12Bi9,83,21,12,9
Co12_Bi9_m4_n3_z3_sg115_trial000_02ce005a63.cif,Co12Bi9,115,21,12,9
Co12_Bi9_m4_n3_z3_sg146_trial000_7cc7f856f9.cif,Co12Bi9,146,21,12,9
Co12_Bi9_m4_n3_z3_sg143_trial000_19717a9f06.cif,Co12Bi9,143,21,12,9
Co12_Bi9_m4_n3_z3_sg151_trial000_e9ec087649.cif,Co12Bi9,151,21,12,9
Co12_Bi9_m4_n3_z3_sg155_trial000_e496ff1cd8.cif,Co12Bi9,155,21,12,9
Co12_Bi9_m4_n3_z3_sg147_trial000_3fd0f073e8.cif,Co12Bi9,147,21,12,9
Co12_Bi9_m4_n3_z3_sg160_trial000_89b2543cb2.cif,Co12Bi9,160,21,12,9
Co12_Bi9_m4_n3_z3_sg162_trial000_ecfdc06c2b.cif,Co12Bi9,162,21,12,9
Co12_Bi9_m4_n3_z3_sg172_trial000_a47b93cd93.cif,Co12Bi9,172,21,12,9
Co12_Bi9_m4_n3_z3_sg168_trial000_71b9bc68fa.cif,Co12Bi9,168,21,12,9
Co12_Bi9_m4_n3_z3_sg166_trial000_bffe9719fc.cif,Co12Bi9,166,21,12,9
Co12_Bi9_m4_n3_z3_sg164_trial000_26d6957f5f.cif,Co12Bi9,164,21,12,9
Co12_Bi9_m4_n3_z3_sg183_trial000_0b7922eac4.cif,Co12Bi9,183,21,12,9
Co12_Bi9_m4_n3_z3_sg181_trial000_d1c05c72ec.cif,Co12Bi9,181,21,12,9
Co12_Bi9_m4_n3_z3_sg195_trial000_4d5d56f6e9.cif,Co12Bi9,195,21,12,9
Co12_Bi9_m4_n3_z3_sg187_trial000_bc3979515b.cif,Co12Bi9,187,21,12,9
Co12_Bi9_m4_n3_z3_sg215_trial000_f21e80b6e0.cif,Co12Bi9,215,21,12,9
Co12_Bi9_m4_n3_z3_sg207_trial000_8588a1be03.cif,Co12Bi9,207,21,12,9
Co12_Bi9_m4_n3_z3_sg200_trial000_f480f75ab6.cif,Co12Bi9,200,21,12,9
Co12_Bi9_m4_n3_z3_sg191_trial000_d3b13f6ea0.cif,Co12Bi9,191,21,12,9
Co16_Bi12_m4_n3_z4_sg005_trial000_51e64c2aaf.cif,Co16Bi12,5,28,16,12
Co16_Bi12_m4_n3_z4_sg009_trial000_a4e478e01d.cif,Co16Bi12,9,28,16,12
Co16_Bi12_m4_n3_z4_sg013_trial000_0cd5cabfaa.cif,Co16Bi12,13,28,16,12
Co16_Bi12_m4_n3_z4_sg010_trial000_096c2495dc.cif,Co16Bi12,10,28,16,12
Co16_Bi12_m4_n3_z4_sg007_trial000_b3e645f9ee.cif,Co16Bi12,7,28,16,12
Co16_Bi12_m4_n3_z4_sg019_trial000_50340ef00c.cif,Co16Bi12,19,28,16,12
Co16_Bi12_m4_n3_z4_sg022_trial000_b5bd2aebaa.cif,Co16Bi12,22,28,16,12
Co16_Bi12_m4_n3_z4_sg023_trial000_1a4ac8b422.cif,Co16Bi12,23,28,16,12
Co16_Bi12_m4_n3_z4_sg024_trial000_aba3b76498.cif,Co16Bi12,24,28,16,12
Co16_Bi12_m4_n3_z4_sg026_trial000_b33e755eca.cif,Co16Bi12,26,28,16,12
Co16_Bi12_m4_n3_z4_sg025_trial000_9e7c275965.cif,Co16Bi12,25,28,16,12
Co16_Bi12_m4_n3_z4_sg021_trial000_b2fd22492b.cif,Co16Bi12,21,28,16,12
Co16_Bi12_m4_n3_z4_sg029_trial000_202b49a8f6.cif,Co16Bi12,29,28,16,12
Co16_Bi12_m4_n3_z4_sg030_trial000_45e12afdca.cif,Co16Bi12,30,28,16,12
Co16_Bi12_m4_n3_z4_sg033_trial000_0529e163b4.cif,Co16Bi12,33,28,16,12
Co16_Bi12_m4_n3_z4_sg034_trial000_d062af952c.cif,Co16Bi12,34,28,16,12
Co16_Bi12_m4_n3_z4_sg035_trial000_c02580adbf.cif,Co16Bi12,35,28,16,12
Co16_Bi12_m4_n3_z4_sg036_trial000_3d06bb342b.cif,Co16Bi12,36,28,16,12
Co16_Bi12_m4_n3_z4_sg037_trial000_1afef616f0.cif,Co16Bi12,37,28,16,12
Co16_Bi12_m4_n3_z4_sg039_trial000_3cf620fcb8.cif,Co16Bi12,39,28,16,12
Co16_Bi12_m4_n3_z4_sg042_trial000_2bc47fdc82.cif,Co16Bi12,42,28,16,12
Co16_Bi12_m4_n3_z4_sg044_trial000_e8664ab0fb.cif,Co16Bi12,44,28,16,12
Co16_Bi12_m4_n3_z4_sg048_trial000_f759520230.cif,Co16Bi12,48,28,16,12
Co16_Bi12_m4_n3_z4_sg052_trial000_932be7acdd.cif,Co16Bi12,52,28,16,12
Co16_Bi12_m4_n3_z4_sg050_trial000_f76d2de3da.cif,Co16Bi12,50,28,16,12
Co16_Bi12_m4_n3_z4_sg061_trial000_e700ebb9f2.cif,Co16Bi12,61,28,16,12
Co16_Bi12_m4_n3_z4_sg063_trial000_6c8661b8b3.cif,Co16Bi12,63,28,16,12
Co16_Bi12_m4_n3_z4_sg055_trial000_0ca1749e82.cif,Co16Bi12,55,28,16,12
Co16_Bi12_m4_n3_z4_sg053_trial000_7322bf1b01.cif,Co16Bi12,53,28,16,12
Co16_Bi12_m4_n3_z4_sg067_trial000_812c8ffef1.cif,Co16Bi12,67,28,16,12
Co16_Bi12_m4_n3_z4_sg064_trial000_8354d46bca.cif,Co16Bi12,64,28,16,12
Co16_Bi12_m4_n3_z4_sg072_trial000_6e26b7bbe4.cif,Co16Bi12,72,28,16,12
Co16_Bi12_m4_n3_z4_sg066_trial000_6ccfa8238b.cif,Co16Bi12,66,28,16,12
Co16_Bi12_m4_n3_z4_sg074_trial000_a2cf92a1eb.cif,Co16Bi12,74,28,16,12
Co16_Bi12_m4_n3_z4_sg068_trial000_19cf385c6f.cif,Co16Bi12,68,28,16,12
Co16_Bi12_m4_n3_z4_sg077_trial000_bc1813208c.cif,Co16Bi12,77,28,16,12
Co16_Bi12_m4_n3_z4_sg078_trial000_1e054758f0.cif,Co16Bi12,78,28,16,12
Co16_Bi12_m4_n3_z4_sg080_trial000_822ee82c5c.cif,Co16Bi12,80,28,16,12
Co16_Bi12_m4_n3_z4_sg088_trial000_2de723aaf7.cif,Co16Bi12,88,28,16,12
Co16_Bi12_m4_n3_z4_sg086_trial000_11cc976fbd.cif,Co16Bi12,86,28,16,12
Co16_Bi12_m4_n3_z4_sg091_trial000_3c9dab2ab3.cif,Co16Bi12,91,28,16,12
Co16_Bi12_m4_n3_z4_sg098_trial000_03858e9935.cif,Co16Bi12,98,28,16,12
Co16_Bi12_m4_n3_z4_sg095_trial000_b424db8a67.cif,Co16Bi12,95,28,16,12
Co16_Bi12_m4_n3_z4_sg096_trial000_2350bebaed.cif,Co16Bi12,96,28,16,12
Co16_Bi12_m4_n3_z4_sg103_trial000_a6118ff125.cif,Co16Bi12,103,28,16,12
Co16_Bi12_m4_n3_z4_sg099_trial000_61a325281b.cif,Co16Bi12,99,28,16,12
Co16_Bi12_m4_n3_z4_sg106_trial000_9ac8edcbe7.cif,Co16Bi12,106,28,16,12
Co16_Bi12_m4_n3_z4_sg102_trial000_32c6a6697d.cif,Co16Bi12,102,28,16,12
Co16_Bi12_m4_n3_z4_sg115_trial000_e1b1c284c4.cif,Co16Bi12,115,28,16,12
Co16_Bi12_m4_n3_z4_sg112_trial000_d0178cc123.cif,Co16Bi12,112,28,16,12
Co16_Bi12_m4_n3_z4_sg113_trial000_4a8ea4170c.cif,Co16Bi12,113,28,16,12
Co16_Bi12_m4_n3_z4_sg107_trial000_d24394b182.cif,Co16Bi12,107,28,16,12
Co16_Bi12_m4_n3_z4_sg116_trial000_366747b493.cif,Co16Bi12,116,28,16,12
Co16_Bi12_m4_n3_z4_sg118_trial000_96ec256c5e.cif,Co16Bi12,118,28,16,12
Co16_Bi12_m4_n3_z4_sg122_trial000_c3fbfa771e.cif,Co16Bi12,122,28,16,12
Co16_Bi12_m4_n3_z4_sg119_trial000_727445aa94.cif,Co16Bi12,119,28,16,12
Co16_Bi12_m4_n3_z4_sg125_trial000_d0b9801678.cif,Co16Bi12,125,28,16,12
Co16_Bi12_m4_n3_z4_sg133_trial000_9a580ad522.cif,Co16Bi12,133,28,16,12
Co16_Bi12_m4_n3_z4_sg127_trial000_8cfbc045be.cif,Co16Bi12,127,28,16,12
Co16_Bi12_m4_n3_z4_sg131_trial000_7d7b6d5d10.cif,Co16Bi12,131,28,16,12
Co16_Bi12_m4_n3_z4_sg138_trial000_d7172749c1.cif,Co16Bi12,138,28,16,12
Co16_Bi12_m4_n3_z4_sg140_trial000_9efc51b725.cif,Co16Bi12,140,28,16,12
Co16_Bi12_m4_n3_z4_sg137_trial000_4c33563416.cif,Co16Bi12,137,28,16,12
Co16_Bi12_m4_n3_z4_sg147_trial000_e92e027ca3.cif,Co16Bi12,147,28,16,12
Co16_Bi12_m4_n3_z4_sg149_trial000_c125208362.cif,Co16Bi12,149,28,16,12
Co16_Bi12_m4_n3_z4_sg174_trial000_4e31bee12e.cif,Co16Bi12,174,28,16,12
Co16_Bi12_m4_n3_z4_sg177_trial000_a3665c83b3.cif,Co16Bi12,177,28,16,12
Co16_Bi12_m4_n3_z4_sg176_trial000_7d90a33d22.cif,Co16Bi12,176,28,16,12
Co16_Bi12_m4_n3_z4_sg175_trial000_e2ba00a655.cif,Co16Bi12,175,28,16,12
Co16_Bi12_m4_n3_z4_sg162_trial000_2950a0bcb4.cif,Co16Bi12,162,28,16,12
Co16_Bi12_m4_n3_z4_sg194_trial000_7ce349efe7.cif,Co16Bi12,194,28,16,12
Co16_Bi12_m4_n3_z4_sg191_trial000_ea77c9e9a0.cif,Co16Bi12,191,28,16,12
Co16_Bi12_m4_n3_z4_sg200_trial000_c62a3fb892.cif,Co16Bi12,200,28,16,12
Co16_Bi12_m4_n3_z4_sg204_trial000_17a3701773.cif,Co16Bi12,204,28,16,12
Co16_Bi12_m4_n3_z4_sg199_trial000_912323263b.cif,Co16Bi12,199,28,16,12
Co16_Bi12_m4_n3_z4_sg197_trial000_fbc5cc3542.cif,Co16Bi12,197,28,16,12
Co16_Bi12_m4_n3_z4_sg208_trial000_4003fb4739.cif,Co16Bi12,208,28,16,12
Co16_Bi12_m4_n3_z4_sg207_trial000_9b8a1f4e3a.cif,Co16Bi12,207,28,16,12
Co16_Bi12_m4_n3_z4_sg214_trial000_284ca3dd9d.cif,Co16Bi12,214,28,16,12
Co16_Bi12_m4_n3_z4_sg212_trial000_1d4ab1cf8c.cif,Co16Bi12,212,28,16,12
Co16_Bi12_m4_n3_z4_sg211_trial000_3a851b2404.cif,Co16Bi12,211,28,16,12
Co16_Bi12_m4_n3_z4_sg217_trial000_5be7d009a9.cif,Co16Bi12,217,28,16,12
Co16_Bi12_m4_n3_z4_sg220_trial000_464292e44d.cif,Co16Bi12,220,28,16,12
Co16_Bi12_m4_n3_z4_sg222_trial000_c464976536.cif,Co16Bi12,222,28,16,12
Co16_Bi12_m4_n3_z4_sg223_trial000_db5b2940e1.cif,Co16Bi12,223,28,16,12
Co16_Bi12_m4_n3_z4_sg224_trial000_638c685b23.cif,Co16Bi12,224,28,16,12
Co5_Bi1_m5_n1_z1_sg002_trial000_998b840768.cif,Co5Bi1,2,6,5,1
Co5_Bi1_m5_n1_z1_sg001_trial000_c41830cb7a.cif,Co5Bi1,1,6,5,1
Co16_Bi12_m4_n3_z4_sg229_trial000_c919c1927e.cif,Co16Bi12,229,28,16,12
Co5_Bi1_m5_n1_z1_sg006_trial000_c72cac239d.cif,Co5Bi1,6,6,5,1
Co5_Bi1_m5_n1_z1_sg047_trial000_b01cf82737.cif,Co5Bi1,47,6,5,1
Co5_Bi1_m5_n1_z1_sg075_trial000_a4202f7d09.cif,Co5Bi1,75,6,5,1
Co5_Bi1_m5_n1_z1_sg081_trial000_1d078e995e.cif,Co5Bi1,81,6,5,1
