system,idx,formula,n_atoms,e_total_eV,e_per_atom_eV,enthalpy_eV,enthalpy_per_atom_eV,fmax_eV_A,volume_A3,status,x_B,e_form_eV_atom,e_above_hull_eV_atom,on_hull,dynamically_stable,min_freq_THz,Cv_300K_J_K_mol,free_energy_300K_kJ_mol,bulk_modulus_GPa,shear_modulus_GPa,youngs_modulus_GPa,poisson_ratio,crystal_system
N-Ta,6,TaN3,4,-38.31191635131836,-9.57797908782959,,,0.0149957695975899,48.39716720542662,converged,0.25,-4.532989919185638,0.0,True,,,,,-192.87959740475264,-103.09873771107704,0.0,0.0,Tetragonal
N-Ta,7,TaN2,6,-61.05409240722656,-10.175682067871094,,,0.0181108564138412,69.07071411962403,converged,0.3333333333333333,-4.374718189239502,0.0877739588419599,False,,,,,,,,,Triclinic
N-Ta,8,TaN,6,-65.84020233154297,-10.973367055257162,,,0.0143142258748412,65.31967658332435,converged,0.5,-3.660453756650289,0.0710989634195962,False,,,,,,,,,Monoclinic
N-Ta,9,Ta5N3,16,-181.06167602539065,-11.316354751586914,,,0.0159617662429809,208.80474738579488,converged,0.625,-2.869479387998581,0.0407155036926267,False,,,,,,,,,Monoclinic
N-Ta,10,Ta3N5,8,-84.84955596923828,-10.606194496154783,,,0.0196469165384769,102.87202219403348,converged,0.375,-4.427243262529373,0.0,True,,,,,-272.7280346358665,-150.3273510954654,0.0,0.0,Monoclinic
N-Ta,11,Ta8N3,11,-127.7412109375,-11.612837357954543,,,0.0114489207044243,161.1804534890867,converged,0.7272727272727273,-2.2381748502904717,0.0,True,,,,,-251.39638037048113,-119.74709484969424,0.0,0.0,Trigonal
N-Zr,0,Zr7N,16,-142.3189697265625,-8.894935607910156,,,0.0178682766854763,334.22300538315193,converged,0.875,-1.1063838303089142,0.0552120208740229,False,,,,,,,,,Monoclinic
N-Zr,1,Zr5N2,14,-133.02671813964844,-9.501908438546318,,,0.0160683784633874,246.4891574625566,converged,0.7142857142857143,-2.633833817073277,0.0212424142020082,True,,,,,,,,,Triclinic
N-Zr,2,Zr4N5,9,-88.92619323730469,-9.880688137478298,,,0.0164903961122035,113.21034532924207,converged,0.4444444444444444,-4.558106025060018,0.0,True,,,,,-221.4744460868821,-119.61617169856304,0.0,0.0,Trigonal
N-Zr,3,Zr2N,12,-116.31515502929688,-9.69292958577474,,,0.015380092896521,194.59238179835316,converged,0.6666666666666666,-3.0975889364878335,0.0,True,,,,,-163.66458576715974,-89.92414161862695,0.0,0.0,Orthorhombic
N-Zr,4,Zr2N,18,-173.3376007080078,-9.629866706000437,,,0.0196975506842136,293.59619100900676,converged,0.6666666666666666,-3.034526056713528,0.0630628797743053,False,,,,,,,,,Monoclinic
N-Zr,5,ZrN,12,-121.35205078125,-10.1126708984375,,,0.0128223411738872,147.81800181257486,converged,0.5,-4.471899151802063,1.1444091796875e-05,True,,,,,-255.97516534870388,-127.70992869910074,0.0,0.0,Cubic
N-Zr,6,ZrN,16,-161.80291748046875,-10.112682342529297,,,0.0147366765886545,197.02198754519316,converged,0.5,-4.47191059589386,0.0,True,,,,,-255.2241400696689,-127.41958222908605,0.0,0.0,Cubic
N-Zr,7,Zr2N,3,-29.002044677734375,-9.66734822591146,,,0.0016241952544078,49.3087918975893,converged,0.6666666666666666,-3.0720075766245523,0.0255813598632812,False,,,,,,,,,Trigonal
N-Zr,8,Zr2N,3,-28.946741104125977,-9.648913701375326,,,0.0074489647522568,49.5702847844749,converged,0.6666666666666666,-3.053573052088419,0.044015884399414,False,,,,,,,,,Trigonal
N-Zr,9,Zr2N,12,-115.43585968017578,-9.619654973347982,,,0.0164676196873188,192.74685415883343,converged,0.6666666666666666,-3.0243143240610757,0.0732746124267578,False,,,,,,,,,Tetragonal
N-Zr,10,Zr3N2,5,-49.226593017578125,-9.845318603515626,,,0.0131364408880472,73.33538955500862,converged,0.6,-3.6318055152893063,0.0155120849609371,True,,,,,-192.5374788036117,-107.55389381810257,0.0,0.0,Tetragonal
N-Zr,11,Zr12N7,19,-185.1888885498047,-9.746783607884458,,,0.0171521194279193,295.89725500597524,converged,0.631578947368421,-3.352404832839966,0.034514979312294,False,,,,,,,,,Triclinic
Ni-Bi,0,NiBi,8,-37.95353317260742,-4.744191646575928,,,0.013391894288361,152.5361736808688,converged,0.5,0.0207542181015014,0.1027593612670898,False,,,,,,,,,Orthorhombic
Ni-Bi,1,Ni3Bi2,5,-24.69518280029297,-4.939036560058594,,,0.0189719963818788,98.9158833807507,converged,0.4,0.0277361869812011,0.0933403015136718,False,,,,,,,,,Trigonal
Ni-Bi,2,Ni3Bi8,11,-48.170284271240234,-4.379116751930931,,,0.0118582900613546,282.4605257088949,converged,0.7272727272727273,-0.0728683471679687,0.016591809012673,True,,,,,-70.61008751509596,-27.877546773564855,0.0,0.0,Trigonal
Ni-Bi,3,NiBi,4,-19.35298538208008,-4.8382463455200195,,,0.0094077074900269,79.20399897501125,converged,0.5,-0.0733004808425903,0.008704662322998,True,,,,,-95.61124416713687,-37.304136196134074,0.0,0.0,Hexagonal
Ni-Bi,4,NiBi2,3,-13.466707229614258,-4.488902409871419,,,0.0098605463281273,78.50480771185711,converged,0.6666666666666666,-0.0603346824645996,0.0490055084228515,False,,,,,,,,,Trigonal
Ni-Bi,5,Ni3Bi2,20,-98.42579650878906,-4.9212898254394535,,,0.0185305457562208,382.7007447291728,converged,0.4,0.0454829216003418,0.1110870361328125,False,,,,,,,,,Monoclinic
Ni-Bi,6,NiBi4,10,-42.15408706665039,-4.215408706665039,,,0.0198843479156494,287.34349684149464,converged,0.8,-0.055943489074707,0.0096606254577636,True,,,,,-59.99043541099368,-15.067152522622766,0.0,0.0,Orthorhombic
Ni-Bi,7,NiBi2,6,-27.137910842895508,-4.522985140482585,,,0.0111442664638161,148.39136234206578,converged,0.6666666666666666,-0.0944174130757649,0.0149227778116862,True,,,,,-79.53040023220507,-21.508344248350205,0.0,0.0,Monoclinic
Ni-Bi,8,NiBi2,12,-54.254493713378906,-4.521207809448242,,,0.0096992030739784,283.89551491810363,converged,0.6666666666666666,-0.0926400820414225,0.0167001088460286,True,,,,,,,,,Cubic
Ni-Bi,9,NiBi,8,-38.48274230957031,-4.810342788696289,,,0.0149178197607398,161.73515087772313,converged,0.5,-0.0453969240188598,0.0366082191467285,False,,,,,,,,,Orthorhombic
Ni-Bi,10,NiBi2,6,-27.227447509765625,-4.5379079182942705,,,0.0158888678997755,144.3397546607117,converged,0.6666666666666666,-0.1093401908874511,0.0,True,,,,,-82.0916166553558,-24.68243997054376,0.0,0.0,Monoclinic
Ni-Bi,11,Ni2Bi,12,-59.63467788696289,-4.969556490580241,,,0.0188366007059812,203.43337257063573,converged,0.3333333333333333,0.1317675113677978,0.1864376068115234,False,,,,,,,,,Monoclinic
Ni-Si,0,SiNi4,20,-120.20813751220705,-6.010406875610352,,,0.0189015213400125,215.95696408985052,converged,0.2,-0.3082353591918945,0.0450416564941406,False,,,,,,,,,Orthorhombic
Ni-Si,1,Si2Ni3,5,-29.86014175415039,-5.972028350830078,,,0.0110439313575625,61.742385601980374,converged,0.4,-0.3417655944824219,0.146060562133789,False,,,,,,,,,Trigonal
Ni-Si,2,Si2Ni13,15,-89.08834075927734,-5.939222717285157,,,0.0189962517470121,161.55680141656788,converged,0.1333333333333333,-0.2130816141764323,0.0224363962809244,True,,,,,,,,,Triclinic
Ni-Si,3,SiNi3,4,-24.487873077392575,-6.1219682693481445,,,0.0178707465529441,43.03627898517418,converged,0.25,-0.4377739429473877,0.0,True,,,,,-219.34805442510805,-78.44161467053391,0.0,0.0,Tetragonal
Ni-Si,4,SiNi,8,-48.82117462158203,-6.102646827697754,,,0.0173713453114032,97.71451695170636,converged,0.5,-0.508338451385498,0.0,True,,,,,-181.0600319617438,-93.55615901663894,0.0,0.0,Orthorhombic
Ni-Si,5,SiNi,12,-70.61634826660156,-5.884695688883464,,,0.0103050339967012,135.06502224174898,converged,0.5,-0.2903873125712077,0.2179511388142903,False,,,,,,,,,Tetragonal
Ni-Si,6,Si3Ni5,16,-97.46226501464844,-6.091391563415527,,,0.0182404033839702,177.90775285987397,converged,0.375,-0.452140212059021,0.0273439089457193,False,,,,,,,,,Triclinic
Ni-Si,7,SiNi4,5,-30.27724266052246,-6.055448532104492,,,0.01850669644773,53.674815920434305,converged,0.2,-0.3532770156860351,0.0,True,,,,,-210.1333008115746,-85.55755598916986,0.0,0.0,Tetragonal
Ni-Si,8,Si7Ni9,16,-95.61138153076172,-5.975711345672607,,,0.0188712626695632,178.50223413561386,converged,0.4375,-0.3589314818382263,0.1365867853164672,False,,,,,,,,,Cubic
Ni-Si,9,Si2Ni3,20,-122.36177825927734,-6.118088912963867,,,0.0184511244297027,223.93005602868317,converged,0.4,-0.4878261566162109,0.0,True,,,,,-205.94043967778495,-71.65869166289454,0.0,0.0,Triclinic
Ni-Si,10,Si2Ni3,10,-60.922950744628906,-6.092295074462891,,,0.0180451404303312,110.48579714040888,converged,0.4,-0.4620323181152344,0.0257938385009765,False,,,,,,,,,Monoclinic
Ni-Si,11,Si2Ni,12,-70.33102416992188,-5.860918680826823,,,0.0170338787138462,160.67761915585646,converged,0.6666666666666666,-0.3265342712402344,0.012358029683431,True,,,,,-114.52401004550704,-46.05225470713675,0.0,0.0,Cubic
Ti-N,0,TiN,4,-38.88854217529297,-9.722135543823242,,,0.0150372926145792,38.396038484746576,converged,0.5,-4.410357117652893,0.1093673706054687,False,,,,,,,,,Hexagonal
Ti-N,1,Ti3N,8,-71.44701385498047,-8.930876731872559,,,0.0184640157967805,110.46629108248924,converged,0.25,-2.35174161195755,0.0502879619598388,False,,,,,,,,,Trigonal
Ti-N,2,TiN,8,-78.65202331542969,-9.831502914428713,,,0.0094127189368009,76.77261513813872,converged,0.5,-4.519724488258362,0.0,True,,,,,-294.77060938420266,-176.841681808972,0.0,0.0,Cubic
Ti-N,3,Ti3N,8,-71.45133972167969,-8.931417465209961,,,0.0110968267545104,110.41488276281152,converged,0.25,-2.3522823452949524,0.0497472286224365,False,,,,,,,,,Hexagonal
Ti-N,4,TiN,6,-58.42988586425781,-9.738314310709637,,,0.0151931960135698,58.19383832480659,converged,0.5,-4.426535884539287,0.0931886037190752,False,,,,,,,,,Trigonal
Ti-N,5,TiN,12,-117.97792053222656,-9.831493377685549,,,0.0147657059133052,115.23725805190846,converged,0.5,-4.519714951515198,9.5367431640625e-06,True,,,,,-285.964821322164,-173.42514888249224,0.0,0.0,Cubic
Ti-N,6,TiN2,6,-52.60626602172851,-8.76771100362142,,,0.0183762777596712,58.70207093802774,converged,0.6666666666666666,-4.30083703994751,0.3035818735758466,False,,,,,,,,,Orthorhombic
Ti-N,7,Ti2N,6,-53.990962982177734,-8.998493830362955,,,0.0185578521341085,76.86867614078217,converged,0.3333333333333333,-2.841810941696167,0.3608951568603515,False,,,,,,,,,Hexagonal
Ti-N,8,TiN4,10,-84.6312484741211,-8.463124847412109,,,0.0191836804151535,133.75189707880446,converged,0.8,-4.672174453735352,0.0,True,,,,,-134.43719736273997,-78.26636112904377,0.0,0.0,Monoclinic
Ti-N,9,Ti3N5,8,-73.16487884521484,-9.145609855651855,,,0.0187687911093235,89.83992889838589,converged,0.625,-4.467509776353836,0.1157355308532714,False,,,,,,,,,Orthorhombic
Ti-N,10,Ti2N,12,-112.31266784667967,-9.359388987223308,,,0.0161234568804502,149.1640562659458,converged,0.3333333333333333,-3.2027060985565186,0.0,True,,,,,-223.55851582546447,-156.8539386577495,0.0,0.0,Tetragonal
Ti-N,11,TiN,4,-39.32598114013672,-9.83149528503418,,,0.016860069707036,38.396028806598,converged,0.5,-4.519716858863831,7.62939453125e-06,True,,,,,-277.1588245353231,-170.01702607048242,0.0,0.0,Cubic
Ti-Si,0,TiSi,12,-85.09050750732422,-7.090875625610352,,,0.0193001087754964,199.73757983729692,converged,0.5,-0.4603614807128906,0.3345985412597656,False,,,,,,,,,Cubic
Ti-Si,1,TiSi,4,-29.70189666748047,-7.425474166870117,,,0.0189987570047378,59.76941427965274,converged,0.5,-0.7949600219726562,0.0,True,,,,,-154.0792484723404,-122.29173001884791,0.0,0.0,Orthorhombic
Ti-Si,2,TiSi2,9,-60.923824310302734,-6.769313812255859,,,0.0164173152297735,127.05284170472176,converged,0.6666666666666666,-0.5441255569458008,0.0,True,,,,,-132.29397025741218,-102.37735606249588,0.0,0.0,Hexagonal
Ti-Si,3,TiSi2,3,-19.407312393188477,-6.469104131062825,,,0.0020208768546581,42.61251760020522,converged,0.6666666666666666,-0.2439158757527669,0.3002096811930338,False,,,,,,,,,Hexagonal
Ti-Si,4,TiSi2,12,-79.76905059814453,-6.647420883178711,,,0.0134656550362706,174.62625312659898,converged,0.6666666666666666,-0.4222326278686523,0.1218929290771484,False,,,,,-142.73939830191313,-86.39505270758337,0.0,0.0,Orthorhombic
Ti-Si,5,TiSi3,4,-24.96224594116211,-6.240561485290527,,,0.0172042120248079,55.873745924579275,converged,0.75,-0.2180361747741699,0.1900579929351806,False,,,,,,,,,Tetragonal
Ti-Si,6,Ti9Si5,14,-106.05494689941406,-7.575353349958148,,,0.0113505683839321,215.9590842668198,converged,0.3571428571428571,-0.5974170139857701,0.1227784837995257,False,,,,,,,,,Trigonal
Ti-Si,7,Ti2Si7,18,-110.78492736816406,-6.154718187120226,,,0.0154174463823437,261.9385973853151,converged,0.7777777777777778,-0.199747191535102,0.1630031797620984,False,,,,,,,,,Triclinic
Ti-Si,8,Ti2Si,6,-46.180477142333984,-7.696746190388997,,,0.0162716098129749,94.07202812145512,converged,0.3333333333333333,-0.6609061559041342,0.0468285878499348,False,,,,,-133.64229082869545,-102.10570235448118,0.0,0.0,Tetragonal
Ti-Si,9,Ti2Si,12,-92.9228973388672,-7.743574778238933,,,0.0195767693221569,190.3017428892327,converged,0.3333333333333333,-0.707734743754069,0.0,True,,,,,-133.33065967079563,-97.10476188279893,0.0,0.0,Orthorhombic
Ti-Si,10,Ti2Si3,5,-34.3387336730957,-6.867746734619141,,,0.0121296867728233,73.49283735442275,converged,0.6,-0.4804281234741211,0.1640312194824218,False,,,,,,,,,Orthorhombic
Ti-Si,11,Ti5Si3,8,-59.64583969116211,-7.455729961395264,,,0.0157647039741277,121.12305837804672,converged,0.375,-0.521221399307251,0.2083196640014648,False,,,,,,,,,Tetragonal
